Date,Open,High,Low,Close,Adj Close,Volume
2014-04-07,39.959999,40.270000,39.740002,39.799999,35.158482,37559600
2014-04-08,39.750000,39.930000,39.200001,39.820000,35.176163,35918600
2014-04-09,39.930000,40.549999,39.880001,40.470001,35.750351,27398700
2014-04-10,40.439999,40.689999,39.090000,39.360001,34.769806,45960800
2014-04-11,39.000000,39.790001,39.000000,39.209999,34.637295,34330200
2014-04-14,39.110001,39.410000,38.900002,39.180000,34.610786,32006600
2014-04-15,39.340000,39.959999,39.049999,39.750000,35.114315,33968700
2014-04-16,40.060001,40.419998,39.910000,40.400002,35.688511,30615800
2014-04-17,40.009998,40.200001,39.509998,40.009998,35.343998,36688400
2014-04-21,40.130001,40.150002,39.790001,39.939999,35.282162,22221200
2014-04-22,39.959999,40.139999,39.830002,39.990002,35.326328,27056700
2014-04-23,39.990002,39.990002,39.470001,39.689999,35.061306,24602800
2014-04-24,39.740002,39.970001,39.299999,39.860001,35.211483,42381600
2014-04-25,40.290001,40.680000,39.750000,39.910000,35.255661,56876800
2014-04-28,40.139999,41.290001,40.090000,40.869999,36.103695,50610200
2014-04-29,41.099998,41.189999,40.389999,40.509998,35.785690,29636200
2014-04-30,40.400002,40.500000,40.169998,40.400002,35.688511,35458700
2014-05-01,40.240002,40.360001,39.950001,40.000000,35.335155,28787400
2014-05-02,40.310001,40.340000,39.660000,39.689999,35.061306,43416600
2014-05-05,39.520000,39.639999,39.299999,39.430000,34.831638,22460900
2014-05-06,39.290001,39.349998,38.950001,39.060001,34.504791,27112400
2014-05-07,39.220001,39.509998,38.509998,39.419998,34.822803,41744500
2014-05-08,39.340000,39.900002,38.970001,39.639999,35.017136,32120400
2014-05-09,39.540001,39.849998,39.369999,39.540001,34.928810,29647600
2014-05-12,39.740002,40.020000,39.650002,39.970001,35.308666,22782600
2014-05-13,39.919998,40.500000,39.849998,40.419998,35.958076,27004800
2014-05-14,40.299999,40.450001,40.049999,40.240002,35.797955,18818700
2014-05-15,40.090000,40.400002,39.509998,39.599998,35.228588,37793200
2014-05-16,39.669998,39.840000,39.270000,39.830002,35.433205,29867100
2014-05-19,39.610001,39.820000,39.459999,39.750000,35.362041,24537400
2014-05-20,39.680000,39.939999,39.459999,39.680000,35.299767,21320900
2014-05-21,39.799999,40.349998,39.740002,40.349998,35.895802,22398700
2014-05-22,40.290001,40.349998,39.849998,40.099998,35.673401,20201800
2014-05-23,40.369999,40.369999,40.000000,40.119999,35.691181,18020000
2014-05-27,40.259998,40.259998,39.810001,40.189999,35.753460,26160600
2014-05-28,40.139999,40.189999,39.820000,40.009998,35.593346,25711500
2014-05-29,40.150002,40.349998,39.910000,40.340000,35.886913,19888200
2014-05-30,40.450001,40.970001,40.250000,40.939999,36.420677,34567600
2014-06-02,40.950001,41.090000,40.680000,40.790001,36.287231,18504300
2014-06-03,40.599998,40.680000,40.250000,40.290001,35.842422,18068900
2014-06-04,40.209999,40.369999,39.860001,40.320000,35.869114,23209000
2014-06-05,40.590000,41.250000,40.400002,41.209999,36.660873,31865200
2014-06-06,41.480000,41.660000,41.240002,41.480000,36.901066,24060500
2014-06-09,41.389999,41.480000,41.020000,41.270000,36.714249,15019200
2014-06-10,41.029999,41.160000,40.860001,41.110001,36.571911,15117700
2014-06-11,40.930000,41.070000,40.770000,40.860001,36.349506,18040000
2014-06-12,40.810001,40.880001,40.290001,40.580002,36.100418,29818900
2014-06-13,41.099998,41.570000,40.860001,41.230000,36.678658,26310000
2014-06-16,41.040001,41.610001,41.040001,41.500000,36.918858,24205300
2014-06-17,41.290001,41.910000,40.340000,41.680000,37.078991,22518600
2014-06-18,41.610001,41.740002,41.180000,41.650002,37.052299,27097000
2014-06-19,41.570000,41.770000,41.330002,41.509998,36.927753,19828200
2014-06-20,41.450001,41.830002,41.380001,41.680000,37.078991,47764900
2014-06-23,41.730000,42.000000,41.689999,41.990002,37.354763,18743900
2014-06-24,41.830002,41.939999,41.560001,41.750000,37.141262,26509100
2014-06-25,41.700001,42.049999,41.459999,42.029999,37.390354,20049100
2014-06-26,41.930000,41.939999,41.430000,41.720001,37.114571,23604400
2014-06-27,41.610001,42.290001,41.509998,42.250000,37.586067,74640000
2014-06-30,42.169998,42.209999,41.700001,41.700001,37.096779,30793100
2014-07-01,41.860001,42.150002,41.689999,41.869999,37.248013,26917000
2014-07-02,41.730000,41.900002,41.529999,41.900002,37.274704,20208100
2014-07-03,41.910000,41.990002,41.560001,41.799999,37.185738,15969300
2014-07-07,41.750000,42.119999,41.709999,41.990002,37.354763,21952400
2014-07-08,41.869999,42.000000,41.610001,41.779999,37.167946,31218200
2014-07-09,41.980000,41.990002,41.529999,41.669998,37.070087,18445900
2014-07-10,41.369999,42.000000,41.049999,41.689999,37.087879,21854700
2014-07-11,41.700001,42.090000,41.480000,42.090000,37.443733,24083000
2014-07-14,42.220001,42.450001,42.040001,42.139999,37.488201,21881100
2014-07-15,42.330002,42.470001,42.029999,42.450001,37.763988,28748700
2014-07-16,42.509998,44.310001,42.480000,44.080002,39.214054,63318000
2014-07-17,45.450001,45.709999,44.250000,44.529999,39.614372,82180300
2014-07-18,44.650002,44.840000,44.250000,44.689999,39.756718,43407500
2014-07-21,44.560001,45.160000,44.220001,44.840000,39.890148,37604400
2014-07-22,45.000000,45.150002,44.590000,44.830002,39.881268,43095800
2014-07-23,45.450001,45.450001,44.619999,44.869999,39.916832,52362900
2014-07-24,44.930000,45.000000,44.320000,44.400002,39.498734,30725300
2014-07-25,44.299999,44.660000,44.299999,44.500000,39.587696,26737700
2014-07-28,44.360001,44.509998,43.930000,43.970001,39.116199,29684200
2014-07-29,43.910000,44.090000,43.639999,43.889999,39.045021,27763100
2014-07-30,44.070000,44.099998,43.290001,43.580002,38.769245,31921400
2014-07-31,43.380001,43.689999,43.080002,43.160000,38.395622,31537500
2014-08-01,43.209999,43.250000,42.599998,42.860001,38.128727,31170300
2014-08-04,42.970001,43.470001,42.810001,43.369999,38.582436,34277400
2014-08-05,43.310001,43.459999,42.830002,43.080002,38.324440,26266400
2014-08-06,42.740002,43.169998,42.209999,42.740002,38.021980,24634000
2014-08-07,42.840000,43.450001,42.650002,43.230000,38.457886,30314900
2014-08-08,43.230000,43.320000,42.910000,43.200001,38.431206,28942700
2014-08-11,43.259998,43.450001,43.020000,43.200001,38.431206,20351600
2014-08-12,43.040001,43.590000,43.000000,43.520000,38.715870,21431100
2014-08-13,43.680000,44.180000,43.520000,44.080002,39.214054,22889500
2014-08-14,44.080002,44.419998,44.009998,44.270000,39.383072,19313200
2014-08-15,44.580002,44.900002,44.400002,44.790001,39.845680,41611300
2014-08-18,44.939999,45.110001,44.680000,45.110001,40.130352,26891100
2014-08-19,44.970001,45.340000,44.830002,45.330002,40.577930,28139500
2014-08-20,45.340000,45.400002,44.900002,44.950001,40.237785,24770500
2014-08-21,44.840000,45.250000,44.830002,45.220001,40.479465,22285500
2014-08-22,45.349998,45.470001,45.070000,45.150002,40.416813,18294500
2014-08-25,45.400002,45.439999,45.040001,45.169998,40.434704,16910000
2014-08-26,45.310001,45.400002,44.939999,45.009998,40.291481,14873100
2014-08-27,44.900002,45.000000,44.759998,44.869999,40.166161,21287900
2014-08-28,44.750000,44.980000,44.610001,44.880001,40.175110,17657600
2014-08-29,45.090000,45.439999,44.860001,45.430000,40.667454,21607600
2014-09-02,45.430000,45.459999,44.849998,45.090000,40.363098,22976800
2014-09-03,44.529999,45.110001,44.529999,44.959999,40.246719,33684500
2014-09-04,44.740002,45.270000,44.720001,45.259998,40.515274,26475500
2014-09-05,45.110001,45.930000,45.110001,45.910000,41.097130,36939400
2014-09-08,46.020000,46.799999,45.990002,46.470001,41.598427,45736700
2014-09-09,46.470001,46.970001,46.419998,46.759998,41.858036,40302400
2014-09-10,46.820000,46.939999,46.279999,46.840000,41.929638,27302400
2014-09-11,46.740002,47.000000,46.470001,47.000000,42.072861,29216400
2014-09-12,46.910000,47.020000,46.599998,46.700001,41.804314,38244700
2014-09-15,46.540001,46.709999,46.099998,46.240002,41.392536,37667600
2014-09-16,46.389999,46.849998,46.290001,46.759998,41.858036,27910600
2014-09-17,46.259998,46.689999,46.230000,46.520000,41.643196,38311900
2014-09-18,46.590000,46.830002,46.459999,46.680000,41.786419,35556600
2014-09-19,46.810001,47.570000,46.599998,47.520000,42.538345,202522400
2014-09-22,47.299999,47.380001,46.980000,47.060001,42.126568,38686100
2014-09-23,46.849998,46.980000,46.470001,46.560001,41.678993,33430300
2014-09-24,46.630001,47.110001,46.340000,47.080002,42.144482,26582700
2014-09-25,46.880001,47.090000,46.029999,46.040001,41.213509,33077400
2014-09-26,45.930000,46.619999,45.759998,46.410000,41.544716,27078800
2014-09-29,45.980000,46.560001,45.759998,46.439999,41.571568,26091000
2014-09-30,46.369999,46.480000,46.009998,46.360001,41.499958,33033100
2014-10-01,46.270000,46.529999,45.849998,45.900002,41.088188,38088400
2014-10-02,45.830002,46.099998,45.639999,45.759998,40.962856,25119400
2014-10-03,45.980000,46.299999,45.610001,46.090000,41.258266,32453200
2014-10-06,46.119999,46.299999,45.919998,46.090000,41.258266,20604000
2014-10-07,45.860001,45.930000,45.419998,45.529999,40.756962,25723700
2014-10-08,45.480000,46.889999,45.340000,46.779999,41.875931,33031000
2014-10-09,46.500000,46.799999,45.740002,45.849998,41.043427,34422800
2014-10-10,45.599998,46.119999,43.950001,44.029999,39.414215,51978100
2014-10-13,43.820000,44.560001,43.490002,43.650002,39.074055,37100200
2014-10-14,43.869999,44.380001,43.560001,43.730000,39.145676,38115700
2014-10-15,43.000000,43.389999,42.099998,43.220001,38.689137,60218700
2014-10-16,42.529999,43.080002,42.220001,42.740002,38.259464,49040400
2014-10-17,43.200001,43.939999,42.790001,43.630001,39.056164,40683300
2014-10-20,43.060001,44.139999,42.810001,44.080002,39.458977,34527900
2014-10-21,44.360001,44.980000,44.189999,44.880001,40.175110,36433800
2014-10-22,45.000000,45.070000,44.230000,44.380001,39.727531,33570900
2014-10-23,44.619999,45.450001,44.529999,45.020000,40.300430,45451900
2014-10-24,46.830002,46.900002,45.180000,46.130001,41.294075,61076700
2014-10-27,45.709999,46.099998,45.709999,45.910000,41.097130,30371300
2014-10-28,45.860001,46.500000,45.770000,46.490002,41.616329,29049800
2014-10-29,46.439999,46.700001,46.340000,46.619999,41.732697,30276100
2014-10-30,46.320000,46.320000,45.770000,46.049999,41.222458,30073900
2014-10-31,46.939999,46.970001,46.480000,46.950001,42.028111,35849700
2014-11-03,46.889999,47.459999,46.730000,47.439999,42.466732,23130400
2014-11-04,47.299999,47.730000,47.250000,47.570000,42.583115,21530800
2014-11-05,47.799999,47.900002,47.259998,47.860001,42.842709,22449600
2014-11-06,47.860001,48.860001,47.790001,48.700001,43.594646,33037800
2014-11-07,48.919998,48.919998,48.290001,48.680000,43.576752,28000600
2014-11-10,48.650002,49.150002,48.549999,48.889999,43.764729,36370100
2014-11-11,48.849998,48.950001,48.650002,48.869999,43.746830,23445200
2014-11-12,48.560001,48.919998,48.520000,48.779999,43.666264,22722100
2014-11-13,48.810001,49.650002,48.709999,49.610001,44.409256,26210400
2014-11-14,49.740002,50.049999,49.389999,49.580002,44.382393,29081700
2014-11-17,49.410000,49.709999,49.139999,49.459999,44.274975,30318600
2014-11-18,49.130001,49.330002,48.700001,48.740002,43.905632,23995500
2014-11-19,48.660000,48.750000,47.930000,48.220001,43.437222,26177500
2014-11-20,48.000000,48.700001,47.869999,48.700001,43.869606,21510600
2014-11-21,49.020000,49.049999,47.570000,47.980000,43.221031,42884800
2014-11-24,47.990002,48.000000,47.389999,47.590000,42.869705,35434200
2014-11-25,47.660000,47.970001,47.450001,47.470001,42.761612,28008000
2014-11-26,47.490002,47.990002,47.279999,47.750000,43.013840,27163600
2014-11-28,47.950001,48.200001,47.610001,47.810001,43.067890,21534400
2014-12-01,47.880001,48.779999,47.709999,48.619999,43.797543,31191600
2014-12-02,48.840000,49.049999,48.200001,48.459999,43.653416,25773500
2014-12-03,48.439999,48.500000,47.810001,48.080002,43.311108,23534800
2014-12-04,48.389999,49.060001,48.200001,48.840000,43.995720,30320400
2014-12-05,48.820000,48.970001,48.380001,48.419998,43.617382,27313400
2014-12-08,48.259998,48.349998,47.450001,47.700001,42.968800,26663100
2014-12-09,47.110001,47.919998,47.049999,47.590000,42.869705,24330500
2014-12-10,47.580002,47.660000,46.700001,46.900002,42.248138,30431800
2014-12-11,47.080002,47.740002,46.680000,47.169998,42.491364,29060400
